contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,symbol,option_type,expiration,snapshot_ts_utc,underlying_price,T_years
NVDA260227C00165000,2026-02-27 20:58:46+00:00,165.0,11.75,12.1,12.2,-7.75,-39.74359,683.0,720.0,0.5468795312500001,True,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00167500,2026-02-27 20:59:49+00:00,167.5,9.8,9.6,9.7,-7.749999,-44.15954,367.0,314.0,0.437505625,True,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00170000,2026-02-27 20:58:59+00:00,170.0,6.95,7.1,7.2,-7.8500004,-53.040543,3690.0,4772.0,0.335944140625,True,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00172500,2026-02-27 20:59:36+00:00,172.5,4.45,4.6,4.75,-7.95,-64.11291,1659.0,776.0,0.31250687499999996,True,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00175000,2026-02-27 20:59:38+00:00,175.0,2.1,2.08,2.18,-7.7999997,-78.78788,10249.0,4785.0,1.0000000000000003e-05,True,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00177500,2026-02-27 20:59:56+00:00,177.5,0.14,0.11,0.12,-7.56,-98.18182,48996.0,1336.0,0.06592730957031251,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00180000,2026-02-27 20:59:13+00:00,180.0,0.01,0.0,0.01,-5.54,-99.81982,328755.0,14561.0,0.1445398046875,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00182500,2026-02-27 20:58:52+00:00,182.5,0.01,0.0,0.01,-3.54,-99.71831,249156.0,4729.0,0.2500075,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00185000,2026-02-27 20:59:29+00:00,185.0,0.01,0.0,0.01,-2.07,-99.51923,219330.0,36335.0,0.35156898437499995,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00187500,2026-02-27 20:56:21+00:00,187.5,0.01,0.0,0.01,-1.01,-99.01961,90433.0,29778.0,0.437505625,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00190000,2026-02-27 20:59:51+00:00,190.0,0.01,0.0,0.01,-0.41,-97.61905,131300.0,110416.0,0.500005,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00192500,2026-02-27 20:56:33+00:00,192.5,0.01,0.0,0.01,-0.17999999,-94.73685,48241.0,51210.0,0.57812921875,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00195000,2026-02-27 20:57:59+00:00,195.0,0.01,0.0,0.01,-0.080000006,-88.88889,53046.0,111141.0,0.6562534375000001,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00197500,2026-02-27 20:59:19+00:00,197.5,0.01,0.0,0.01,-0.049999997,-83.333336,14200.0,41183.0,0.7187528125,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00200000,2026-02-27 20:59:37+00:00,200.0,0.01,0.0,0.01,-0.049999997,-83.333336,52984.0,158378.0,0.8125018749999999,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00202500,2026-02-27 20:56:50+00:00,202.5,0.01,0.0,0.01,-0.04,-80.00001,6990.0,61677.0,0.87500125,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00205000,2026-02-27 20:59:00+00:00,205.0,0.01,0.0,0.01,-0.02,-66.66667,11254.0,60203.0,0.9687503125,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00207500,2026-02-27 20:58:08+00:00,207.5,0.01,0.0,0.01,-0.02,-66.66667,4901.0,37193.0,1.0312548437500002,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00210000,2026-02-27 20:59:41+00:00,210.0,0.01,0.0,0.01,-0.01,-50.0,4626.0,79218.0,1.09375453125,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00212500,2026-02-27 20:57:11+00:00,212.5,0.01,0.0,0.01,-0.01,-50.0,1380.0,28079.0,1.15625421875,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00215000,2026-02-27 20:59:49+00:00,215.0,0.01,0.0,0.01,0.0,0.0,2989.0,83567.0,1.2500037499999999,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00220000,2026-02-27 20:54:59+00:00,220.0,0.01,0.0,0.01,0.0,0.0,2490.0,60492.0,1.3750031249999999,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00225000,2026-02-27 20:54:59+00:00,225.0,0.01,0.0,0.01,0.0,0.0,1121.0,31891.0,1.5000025,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00230000,2026-02-27 20:53:39+00:00,230.0,0.01,0.0,0.01,0.0,0.0,2926.0,35719.0,1.625001875,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00235000,2026-02-27 18:57:22+00:00,235.0,0.01,0.0,0.01,0.0,0.0,378.0,13322.0,1.75000125,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00240000,2026-02-27 20:58:58+00:00,240.0,0.01,0.0,0.01,0.0,0.0,83.0,8574.0,1.875000625,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00245000,2026-02-27 19:38:33+00:00,245.0,0.01,0.0,0.01,0.0,0.0,36.0,4555.0,1.96875015625,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00250000,2026-02-27 18:30:57+00:00,250.0,0.01,0.0,0.01,0.0,0.0,16.0,8433.0,2.0625048437499998,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00255000,2026-02-26 20:35:00+00:00,255.0,0.01,0.0,0.01,0.0,0.0,16.0,3849.0,2.1875045312499997,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00260000,2026-02-27 18:55:56+00:00,260.0,0.01,0.0,0.01,0.0,0.0,3.0,2406.0,2.3125042187499996,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00265000,2026-02-27 14:30:00+00:00,265.0,0.01,0.0,0.01,0.0,0.0,5.0,5681.0,2.3750040624999995,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00270000,2026-02-27 18:33:29+00:00,270.0,0.01,0.0,0.01,0.0,0.0,115.0,4922.0,2.50000375,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00275000,2026-02-25 20:52:43+00:00,275.0,0.01,0.0,0.01,0.0,0.0,344.0,3490.0,2.6250034375,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00280000,2026-02-25 17:53:03+00:00,280.0,0.01,0.0,0.01,0.0,0.0,10.0,474.0,2.68750328125,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00285000,2026-02-25 20:30:13+00:00,285.0,0.01,0.0,0.01,0.0,0.0,4.0,529.0,2.750003125,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00290000,2026-02-26 15:00:07+00:00,290.0,0.01,0.0,0.01,0.0,0.0,2.0,54.0,2.8750028125,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00295000,2026-02-17 17:47:48+00:00,295.0,0.01,0.0,0.01,0.0,0.0,35.0,254.0,3.0000025,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00300000,2026-02-26 14:30:00+00:00,300.0,0.01,0.0,0.01,0.0,0.0,5.0,297.0,3.06250234375,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00305000,2026-02-13 18:34:39+00:00,305.0,0.01,0.0,0.01,0.0,0.0,1.0,104.0,3.1250021875,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00310000,2026-02-11 19:43:26+00:00,310.0,0.01,0.0,0.01,0.0,0.0,501.0,503.0,3.2500018749999997,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00320000,2026-02-10 16:15:50+00:00,320.0,0.01,0.0,0.01,0.0,0.0,453.0,1499.0,3.3750015624999996,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00330000,2026-02-19 20:35:51+00:00,330.0,0.01,0.0,0.01,0.0,0.0,8.0,23.0,3.56250109375,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00350000,2026-02-12 19:43:21+00:00,350.0,0.01,0.0,0.01,0.0,0.0,1.0,206.0,3.8750003125,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227C00360000,2026-02-27 15:53:56+00:00,360.0,0.01,0.0,0.01,0.0,0.0,2.0,357.0,4.000005,False,REGULAR,USD,NVDA,call,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00050000,2026-02-27 14:33:36+00:00,50.0,0.01,0.0,0.01,0.0,0.0,70.0,1646.0,7.37500078125,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00055000,2026-02-23 14:34:00+00:00,55.0,0.01,0.0,0.01,0.0,0.0,1.0,2150.0,6.7500015625000005,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00060000,2026-02-25 14:30:00+00:00,60.0,0.01,0.0,0.01,0.0,0.0,1.0,1135.0,6.2500021875,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00065000,2026-02-19 14:44:30+00:00,65.0,0.01,0.0,0.01,0.0,0.0,1.0,2212.0,5.87500265625,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00070000,2026-02-26 14:30:18+00:00,70.0,0.01,0.0,0.01,0.0,0.0,1.0,297.0,5.500003124999999,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00075000,2026-02-20 14:57:12+00:00,75.0,0.01,0.0,0.01,0.0,0.0,45.0,354.0,5.000003749999999,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00080000,2026-02-19 20:32:40+00:00,80.0,0.01,0.0,0.01,0.0,0.0,317.0,1345.0,4.7500040624999995,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00085000,2026-02-26 19:00:52+00:00,85.0,0.01,0.0,0.01,0.0,0.0,35.0,22613.0,4.375004531249999,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00090000,2026-02-26 16:55:52+00:00,90.0,0.01,0.0,0.01,0.0,0.0,208.0,12069.0,4.000005,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00095000,2026-02-26 16:11:40+00:00,95.0,0.01,0.0,0.01,0.0,0.0,20.0,14797.0,3.750000625,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00100000,2026-02-27 19:39:46+00:00,100.0,0.01,0.0,0.01,0.0,0.0,55.0,29463.0,3.50000125,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00105000,2026-02-27 19:37:38+00:00,105.0,0.01,0.0,0.01,0.0,0.0,63.0,34066.0,3.1250021875,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00110000,2026-02-27 19:35:15+00:00,110.0,0.01,0.0,0.01,0.0,0.0,36.0,18440.0,2.8750028125,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00115000,2026-02-26 18:23:00+00:00,115.0,0.01,0.0,0.01,0.0,0.0,150.0,5673.0,2.6250034375,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00120000,2026-02-27 14:58:43+00:00,120.0,0.01,0.0,0.01,0.0,0.0,104.0,27881.0,2.3750040624999995,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00125000,2026-02-27 15:00:11+00:00,125.0,0.01,0.0,0.01,0.0,0.0,20.0,3837.0,2.1875045312499997,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00130000,2026-02-27 20:53:08+00:00,130.0,0.01,0.0,0.01,0.0,0.0,39.0,9768.0,1.9375003125,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00135000,2026-02-27 17:08:02+00:00,135.0,0.01,0.0,0.01,0.0,0.0,5.0,3898.0,1.71875140625,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00140000,2026-02-27 20:30:39+00:00,140.0,0.01,0.0,0.01,0.0,0.0,113.0,4723.0,1.5000025,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00145000,2026-02-27 20:32:16+00:00,145.0,0.01,0.0,0.01,0.0,0.0,741.0,16288.0,1.3125034374999998,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00150000,2026-02-27 20:37:01+00:00,150.0,0.01,0.0,0.01,0.0,0.0,470.0,32025.0,1.09375453125,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00155000,2026-02-27 20:51:59+00:00,155.0,0.01,0.0,0.01,0.0,0.0,4104.0,20961.0,0.9062509375,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00157500,2026-02-27 20:39:51+00:00,157.5,0.01,0.0,0.01,-0.01,-50.0,385.0,8658.0,0.8125018749999999,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00160000,2026-02-27 20:59:18+00:00,160.0,0.01,0.0,0.01,-0.01,-50.0,7185.0,31693.0,0.6875031250000001,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00162500,2026-02-27 20:37:41+00:00,162.5,0.01,0.0,0.01,-0.01,-50.0,949.0,11515.0,0.5937540625000001,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00165000,2026-02-27 20:59:53+00:00,165.0,0.01,0.0,0.01,-0.02,-66.66667,12481.0,24985.0,0.500005,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00167500,2026-02-27 20:53:17+00:00,167.5,0.01,0.0,0.01,-0.03,-75.0,7637.0,14676.0,0.437505625,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00170000,2026-02-27 20:59:18+00:00,170.0,0.01,0.0,0.01,-0.049999997,-83.333336,19527.0,78552.0,0.335944140625,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00172500,2026-02-27 20:59:49+00:00,172.5,0.01,0.0,0.01,-0.09,-90.0,20518.0,19468.0,0.23438265625,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00175000,2026-02-27 20:59:53+00:00,175.0,0.02,0.01,0.02,-0.15,-88.2353,65881.0,36680.0,0.13477427734375003,False,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00177500,2026-02-27 20:59:59+00:00,177.5,0.48,0.43,0.5,0.16,50.0,184480.0,23895.0,0.08692319335937501,True,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00180000,2026-02-27 20:59:56+00:00,180.0,2.73,2.82,2.94,2.1,333.33325,246122.0,46757.0,0.2500075,True,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00182500,2026-02-27 20:59:37+00:00,182.5,5.05,5.3,5.4,3.8600001,324.36972,53904.0,24017.0,0.36524072265625,True,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00185000,2026-02-27 20:59:53+00:00,185.0,7.55,7.8,7.9,5.3900003,249.53708,38140.0,47247.0,0.49219257812500006,True,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00187500,2026-02-27 20:59:57+00:00,187.5,10.29,10.3,10.45,6.69,185.83334,12133.0,16246.0,0.57617611328125,True,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00190000,2026-02-27 20:59:57+00:00,190.0,12.75,12.8,12.9,7.25,131.81818,15689.0,38961.0,0.6367223828125,True,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00192500,2026-02-27 20:59:30+00:00,192.5,15.61,15.3,15.4,7.8599997,101.41935,4816.0,8559.0,0.73437765625,True,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00195000,2026-02-27 20:59:37+00:00,195.0,18.0,17.8,17.9,7.8,76.47059,5402.0,10832.0,0.8359391406249999,True,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00197500,2026-02-27 20:57:58+00:00,197.5,20.5,20.3,20.4,7.83,61.799526,999.0,8272.0,0.929688203125,True,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00200000,2026-02-27 20:59:44+00:00,200.0,22.85,22.8,22.9,7.7200003,51.024456,1177.0,2430.0,1.015629921875,True,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00202500,2026-02-27 20:57:00+00:00,202.5,25.6,25.3,25.4,8.059999,45.952103,67.0,1014.0,1.109379453125,True,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00205000,2026-02-27 20:52:20+00:00,205.0,28.25,26.15,27.95,8.5,43.037975,161.0,294.0,1.431643466796875,True,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
NVDA260227P00207500,2026-02-27 20:59:20+00:00,207.5,30.81,30.15,30.55,8.109999,35.726864,37.0,45.0,1.2812535937499998,True,REGULAR,USD,NVDA,put,2026-02-27,2026-02-27T21:57:44Z,177.19000244140625,0.0
